Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
8/19/2020,2141.95,2154,2121.35,2133.2,2139.15,758768,36447,1623119603,204280,26.92,32.65,-8.75
8/18/2020,2089.7,2132.9,2082.95,2118.75,2119.21,642400,32483,1361381146,185500,28.88,49.95,29.05
8/17/2020,2103.15,2107.3,2070,2091.45,2085.57,923799,41990,1926647139,235742,25.52,37.3,-11.7
8/14/2020,2122.3,2156.5,2090.2,2114.1,2131.91,1012345,49098,2158228148,287119,28.36,66.3,-8.2
8/13/2020,2133.5,2139,2110,2122.3,2122.06,458203,19387,972333391,134877,29.44,29,-11.2
8/12/2020,2124,2144.9,2106.6,2127.6,2129.67,702687,31942,1496490592,199332,28.37,38.3,3.6
8/11/2020,2137.7,2160,2101.15,2134.05,2132.48,697367,31300,1487120307,90457,12.97,58.85,-3.65
8/10/2020,2156.5,2164.95,2108.25,2119.6,2138.65,825626,38454,1765724320,248131,30.05,56.7,-36.9
8/7/2020,2124.55,2157,2120.1,2146.7,2140.87,960776,36944,2056900349,220791,22.98,36.9,22.15
8/6/2020,2160,2167.55,2106.95,2134.55,2140.25,1248632,49631,2672381302,288062,23.07,60.6,-25.45
8/5/2020,2170,2195,2118,2126.65,2154.7,1793838,74937,3865174810,376547,20.99,77,-43.35
8/4/2020,2017.1,2167,2001.25,2151.15,2100.69,2053197,62586,4313139590,478170,23.29,165.75,134.05
8/3/2020,2059,2059,2004,2008.45,2029.88,714727,29777,1450811436,178236,24.94,55,-50.55
7/31/2020,2125,2129.85,2053.3,2066.95,2078.21,1283236,54240,2666831012,247588,19.29,76.55,-58.05
7/30/2020,2100,2139,2072.3,2108.65,2111.03,1203821,48887,2541305037,143715,11.94,66.7,8.65
7/29/2020,2180,2185.2,2071,2095.85,2122.12,1525220,55949,3236693086,316499,20.75,114.2,-84.15
7/28/2020,2163.8,2193.4,2152.2,2177.45,2175.72,1089402,36417,2370232937,249150,22.87,41.2,13.65
7/27/2020,2189.5,2198.7,2128.05,2155.85,2168.32,2313290,96189,5015955950,475255,20.54,70.65,-33.65
7/24/2020,2060,2162.8,2055.9,2146.2,2129.77,2889272,110531,6153472547,500404,17.32,106.9,86.2
7/23/2020,2004.1,2078.9,1991.1,2060.65,2035.18,1379049,57442,2806609628,372790,27.03,87.8,56.55
7/22/2020,1980.05,2010,1960,2004.1,1992.88,1467946,64169,2925446597,429786,29.28,50,24.05
7/21/2020,1941.8,1976.8,1935,1971.85,1964.41,1034423,29779,2032033664,373951,36.15,41.8,30.05
7/20/2020,1920.05,1931.25,1899.6,1919.3,1916.68,756307,25642,1449600662,189983,25.12,31.65,-0.75
7/17/2020,1845,1919.9,1838.2,1911.35,1878.38,989480,35102,1858621481,169435,17.12,81.7,66.35
7/16/2020,1850,1868,1812.25,1843.1,1843.3,1647250,74770,3036381500,358175,21.74,55.75,-6.9
7/15/2020,1938.7,1978.5,1798.15,1845.6,1922.45,2839024,103272,5457872836,590105,20.79,180.35,-93.1
7/14/2020,1934.7,1941,1887.8,1916.65,1917.73,1133553,39745,2173850589,235523,20.78,53.2,-18.05
7/13/2020,1908.5,1947,1900.1,1934.3,1927.94,1572760,57783,3032183745,323731,20.58,46.9,25.8
7/10/2020,1829.9,1884.4,1824.6,1878.5,1860.72,1140279,62940,2121742003,309166,27.11,59.8,48.6
7/9/2020,1807.5,1834.4,1787,1824.6,1813.96,705240,24809,1279279281,78673,11.16,47.4,17.1
7/8/2020,1826,1834.8,1790.1,1797.35,1812.85,583648,27939,1058064344,150101,25.72,44.7,-28.65
7/7/2020,1870,1870,1806.4,1823.95,1831.45,717717,31864,1314463501,132118,18.41,63.6,-46.05
7/6/2020,1801.15,1858,1792,1851.4,1833.56,949421,34782,1740822637,281397,29.64,66,50.25
7/3/2020,1781.05,1792.8,1768.5,1787.5,1780.47,857283,33193,1526368372,254855,29.73,24.3,6.45
7/2/2020,1750,1766.8,1734.4,1760.55,1755.87,815775,34143,1432394569,287697,35.27,32.4,10.55
7/1/2020,1718,1748.65,1708.75,1737.9,1730.64,469138,18240,811909942,140927,30.04,39.9,19.9
6/30/2020,1736.3,1740.7,1696,1703.35,1719.47,992945,24538,1707342597,261231,26.31,44.7,-32.95
6/29/2020,1728,1738.9,1715,1723.15,1723.16,670107,24679,1154700862,288690,43.08,23.9,-4.85
6/26/2020,1730.35,1751.5,1717.2,1742.6,1735.04,1385178,38748,2403346116,402954,29.09,34.3,12.25
6/25/2020,1729,1749,1713.85,1717.95,1730.23,654657,22821,1132707547,176149,26.91,35.15,-11.05
6/24/2020,1739.8,1772,1712.6,1727.35,1742.33,1358724,39757,2367346524,188266,13.86,59.4,-12.45
6/23/2020,1754,1764.15,1715.8,1720.05,1732.5,1353529,42809,2344990676,246692,18.23,48.35,-33.95
6/22/2020,1775.05,1804.1,1734.85,1747.2,1772.52,2036832,65327,3610323495,283151,13.9,69.25,-27.85
6/19/2020,1674.7,1788.6,1660.6,1759.5,1714.82,2929255,91477,5023134416,1015358,34.66,128,84.8
6/18/2020,1605.55,1665,1605.55,1656.25,1638.08,1013987,40623,1660989991,390706,38.53,59.45,50.7
6/17/2020,1608,1634.95,1602,1615.4,1614.86,890838,24804,1438576538,308685,34.65,32.95,7.4
6/16/2020,1641.5,1647.85,1585.15,1617.5,1617.35,1267703,54561,2050316156,261683,20.64,62.7,-24
6/15/2020,1577,1626.7,1561.55,1615,1594.79,1125400,44253,1794779989,192008,17.06,65.15,38
6/12/2020,1495,1593,1495,1588.8,1551.6,772239,29168,1198209257,129587,16.78,98,93.8
6/11/2020,1569,1569,1530.95,1537.5,1546.55,330910,16229,511769080,94120,28.44,38.05,-31.5
6/10/2020,1541.1,1579,1540.6,1572,1558.72,421611,18078,657173054,83326,19.76,38.4,30.9
6/9/2020,1580,1582.35,1533.05,1537.1,1555.93,504634,21273,785173622,100603,19.94,49.3,-42.9
6/8/2020,1624,1624,1565.05,1570.05,1586.7,1111940,30116,1764312865,173493,15.6,58.95,-53.95
6/5/2020,1601.9,1617.7,1574.3,1580.6,1595.64,658406,28276,1050576106,133745,20.31,43.4,-21.3
6/4/2020,1540,1589,1540,1579.95,1568.84,710718,28904,1115004726,160643,22.6,49,39.95
6/3/2020,1545,1559,1533.25,1542.45,1543.62,444528,20818,686183959,126626,28.49,25.75,-2.55
6/2/2020,1521,1540,1521,1536.1,1532.3,418550,22789,641342272,112699,26.93,19,15.1
6/1/2020,1480,1539.2,1475.65,1520.45,1515.91,1016979,35937,1541643590,246355,24.22,63.55,40.45
5/29/2020,1470.7,1471.5,1453,1465.2,1461.24,590240,20172,862484485,251562,42.62,18.5,-5.5
5/28/2020,1455,1479.2,1450.55,1472.65,1467.16,641847,26500,941695014,166443,25.93,28.65,17.65
5/27/2020,1434,1454.1,1412.2,1446.95,1431.54,627533,26036,898340172,174486,27.8,41.9,12.95
5/26/2020,1439.4,1449,1416.3,1423.7,1428.98,468721,19817,669794591,135697,28.95,32.7,-15.7
5/22/2020,1454.8,1458.5,1426.8,1431.6,1441.7,579294,23822,835167693,108878,18.79,31.7,-23.2
5/21/2020,1438,1460.85,1425.35,1440.05,1444.26,558823,22685,807087389,84382,15.1,35.5,2.05
5/20/2020,1407.3,1445.85,1393.65,1434.65,1426.61,907872,31809,1295176874,110171,12.14,52.2,27.35
5/19/2020,1461.9,1461.9,1404,1408.15,1436.57,714335,29316,1026191510,139032,19.46,57.9,-53.75
5/18/2020,1471.8,1482,1428,1440.65,1452.46,1308019,44307,1899842847,158182,12.09,54,-31.15
5/15/2020,1445.7,1467,1415.55,1458.9,1441.76,953907,37182,1375306823,139312,14.6,51.45,13.2
5/14/2020,1472,1496.4,1430.05,1435.45,1457,795955,36568,1159704737,130235,16.36,66.35,-36.55
5/13/2020,1534.75,1534.75,1454,1496.4,1479.47,1489557,51128,2203760432,138373,9.29,80.75,-38.35
5/12/2020,1578,1578,1455,1480.25,1539.2,2865647,58351,4410807358,1600772,55.86,123,-97.75
5/11/2020,1582,1614.85,1572,1576.75,1592.81,1066351,37832,1698496295,236991,22.22,42.85,-5.25
5/8/2020,1550,1579.7,1537.6,1561.8,1560.21,1432366,48435,2234792755,292323,20.41,42.1,11.8
5/7/2020,1450,1513.7,1444.9,1507.25,1484.25,991823,37440,1472115637,215787,21.76,68.8,57.25
5/6/2020,1462,1484,1446,1461.65,1465.98,690133,29037,1011718435,101372,14.69,38,-0.35
5/5/2020,1451.05,1478.8,1447,1461,1463.57,656560,27479,960923481,118929,18.11,31.8,9.95
5/4/2020,1442,1464.9,1419.75,1435.4,1443.43,978857,36490,1412912322,234783,23.99,45.15,-6.6
4/30/2020,1454,1494.5,1440,1467.05,1469.7,1277127,47637,1876995490,199937,15.66,54.5,13.05
4/29/2020,1446,1453.05,1420.5,1426.2,1436.2,642967,25581,923429076,119218,18.54,32.55,-19.8
4/28/2020,1451.4,1454.75,1391.95,1428.1,1421.15,1301548,49487,1849694793,159436,12.25,62.8,-23.3
4/27/2020,1440,1474.55,1422.95,1430.3,1449.14,1152767,42860,1670522415,204866,17.77,51.6,-9.7
4/24/2020,1354.9,1495,1348,1417.35,1426.94,2452068,84839,3498956860,298577,12.18,147,62.45
4/23/2020,1369.7,1385.85,1354.25,1371.5,1370.97,1465213,36634,2008759209,169508,11.57,31.6,1.8
4/22/2020,1320,1384.7,1300,1363.35,1341.8,2629550,88016,3528330242,430128,16.36,84.7,43.35
4/21/2020,1208.1,1252.55,1164.45,1236.05,1202.75,1147259,46201,1379866159,160413,13.98,88.1,27.95
4/20/2020,1226.5,1257,1202.3,1244.45,1228.7,796389,22491,978526010,87130,10.94,54.7,17.95
4/17/2020,1220,1229.9,1192.7,1225.05,1209.05,559314,25002,676236279,179303,32.06,37.2,5.05
4/16/2020,1146.6,1187.35,1146.6,1168.7,1173.75,592064,30132,694932678,104523,17.65,40.75,22.1
4/15/2020,1201,1235.95,1142.7,1150.05,1181.96,834155,32228,985936742,243999,29.25,93.25,-50.95
4/13/2020,1208,1215,1180,1189.25,1192,445919,20095,531536746,92980,20.85,35,-18.75
4/9/2020,1211.2,1232.75,1193.25,1219.2,1214.74,624780,26394,758942594,161511,25.85,39.5,8
4/8/2020,1175,1228.95,1161.85,1192.15,1197.43,1072376,36284,1284095786,153505,14.31,67.1,17.15
4/7/2020,1106,1213.7,1101,1206.4,1163.14,1246979,48086,1450408711,337352,27.05,112.7,100.4
4/3/2020,1130,1131.6,1057,1078.2,1074.32,1473406,28689,1582909836,993332,67.42,74.6,-51.8
4/1/2020,1116.2,1124.95,1044.75,1080.65,1070.04,825411,32355,883222910,164281,19.9,80.2,-35.55
3/31/2020,1071,1129,1048.8,1112.45,1080.74,2119399,35896,2290508813,1369324,64.61,80.2,41.45
3/30/2020,1047.95,1074,1020,1032.35,1036.76,1477296,25150,1531601364,844719,57.18,54,-15.6
3/27/2020,1100,1107.7,1047.25,1065.5,1056.75,87479375,31357,92443490978,86900955,99.34,60.45,-34.5
3/26/2020,1090,1117.15,1043.15,1074.75,1076.45,921918,37110,992399431,215309,23.35,74,-15.25
3/25/2020,951,1152,951,1081.25,950.97,117608851,60941,1.12E+11,116504604,99.06,201,130.25
3/24/2020,943,970.4,895.8,943.1,937.65,1025524,34135,961577707,232532,22.67,74.6,0.1
3/23/2020,920,952,875.7,883.85,900.07,1247576,49632,1122910404,545622,43.73,76.3,-36.15
3/20/2020,939,1033.7,930.05,1020.2,985.53,1779377,57663,1753634176,349200,19.62,103.65,81.2
3/19/2020,925,967.5,891,917.1,921.62,1566774,53508,1443971883,348844,22.27,76.5,-7.9
3/18/2020,1023,1035.1,961.2,968.85,994.83,1004674,40856,999483478,324555,32.3,73.9,-54.15
3/17/2020,1041.2,1059,1004,1008.9,1036.27,964776,35514,999771553,255168,26.45,55,-32.3
3/16/2020,1065.65,1079.65,1005.55,1015.25,1046.76,901150,36892,943288079,307049,34.07,74.1,-50.4
3/13/2020,1005,1139.9,939.85,1106.9,1044.22,2170408,59185,2266378051,895624,41.27,200.05,101.9
3/12/2020,1087,1100.7,1049.5,1061.6,1076.14,1042732,58021,1122121508,346870,33.27,51.2,-25.4
3/11/2020,1113.15,1178.4,1110,1153.25,1158.9,6053529,37139,7015453610,5302033,87.59,68.4,40.1
3/9/2020,1245,1245,1094.95,1113.15,1140.78,1678154,73147,1914400216,653572,38.95,150.05,-131.85
3/6/2020,1276,1288.35,1241.6,1270.05,1272.38,2582956,38958,3286497925,2336241,90.45,46.75,-5.95
3/5/2020,1350,1358.35,1306,1311.5,1325.28,424590,21169,562700414,143985,33.91,52.35,-38.5
3/4/2020,1350.25,1353,1308.1,1339.15,1336.32,1691316,16628,2260143909,1458142,86.21,44.9,-11.1
3/3/2020,1330,1353.35,1321.8,1343.65,1337.44,451859,20053,604335450,105549,23.36,31.55,13.65
3/2/2020,1358.4,1368.75,1303.5,1314.85,1344.56,356961,20892,479954989,129857,36.38,65.25,-43.55
2/28/2020,1358.8,1358.8,1325,1328.65,1340.97,391034,28830,524366033,154681,39.56,33.8,-30.15
2/27/2020,1390,1393.95,1369.6,1385.8,1380.67,346398,13368,478262390,81152,23.43,24.35,-4.2
2/26/2020,1412.1,1415,1387.25,1391.4,1399.08,268292,12775,375362180,84981,31.67,27.75,-20.7
2/25/2020,1450,1451.4,1410,1416.3,1431.18,308343,14319,441295505,76513,24.81,41.4,-33.7
2/24/2020,1477,1477,1439.6,1444.85,1464.35,400408,18963,586336989,226798,56.64,37.4,-32.15
2/20/2020,1498.7,1507.95,1483.45,1485.5,1490.28,1511993,11369,2253296946,1394070,92.2,24.5,-13.2
2/19/2020,1475.55,1506.5,1475.55,1504.2,1497.65,291146,14476,436034862,108067,37.12,30.95,28.65
2/18/2020,1479,1479,1458,1466.1,1464.59,370782,11133,543044546,235047,63.39,21,-12.9
2/17/2020,1490,1506,1474.65,1478.4,1483.91,517807,16979,768381256,335268,64.75,31.35,-11.6
2/14/2020,1477.85,1501,1453.3,1486.65,1482.51,714475,21716,1059213094,249446,34.91,47.7,8.8
2/13/2020,1479.7,1479.7,1462.7,1473.95,1472.58,1202598,9457,1770925435,1015578,84.45,17,-5.75
2/12/2020,1457.95,1474,1456,1470,1464.29,286312,15551,419244200,152838,53.38,18,12.05
2/11/2020,1445.75,1465.65,1445.05,1452.6,1458.32,350733,12419,511481096,197932,56.43,20.6,6.85
2/10/2020,1430,1445.6,1411.05,1436.75,1423.39,218657,8682,311233353,80431,36.78,34.55,6.75
2/7/2020,1452.8,1452.8,1428.5,1433.75,1436.75,195994,6740,281595006,71509,36.49,24.3,-19.05
2/6/2020,1453,1466.45,1440.2,1457.65,1451.15,337256,10654,489410543,113551,33.67,26.25,4.65
2/5/2020,1434,1452.3,1430.2,1448.05,1442.08,393828,18302,567930047,165899,42.12,22.1,14.05
2/4/2020,1398,1431.85,1397.9,1425.85,1416.98,763029,17425,1081197469,504660,66.14,33.95,27.85
2/3/2020,1372,1399,1363.5,1385.85,1381.28,471210,19914,650873883,147458,31.29,35.5,13.85
2/1/2020,1406.95,1427,1371.1,1383.3,1404.34,551047,20491,773856618,138610,25.15,55.9,-23.65
1/31/2020,1451,1454.25,1407.45,1411.7,1425.53,489214,17415,697391314,149734,30.61,46.8,-39.3
1/30/2020,1483.95,1483.95,1440,1442.5,1452.72,297588,16349,432313349,110623,37.17,43.95,-41.45
1/29/2020,1476,1494.45,1465,1479.7,1477.33,358385,15942,529451334,83495,23.3,29.45,3.7
1/28/2020,1507.05,1510.45,1464.2,1471.35,1485.45,379788,18564,564156519,151813,39.97,46.25,-35.7
1/27/2020,1515.05,1524.35,1505,1506.6,1513.22,190617,7729,288446219,66229,34.74,19.35,-8.45
1/24/2020,1528,1536.45,1518.65,1521.7,1526.63,320326,8813,489019082,160885,50.23,17.8,-6.3
1/23/2020,1538.4,1541.55,1521,1527,1528.87,196625,9843,300614769,70752,35.98,20.55,-11.4
1/22/2020,1540.55,1546.7,1530.9,1533.1,1537.88,199109,6986,306206234,77833,39.09,15.8,-7.45
1/21/2020,1529.7,1545.95,1523,1533.95,1534.88,322191,15146,494525122,94169,29.23,22.95,4.25
1/20/2020,1608.05,1609.5,1527,1532,1559.59,651336,24647,1015814491,234689,36.03,82.5,-76.05
1/17/2020,1551.15,1584.8,1551.15,1580.65,1573.9,617437,17615,971781026,310736,50.33,33.65,29.5
1/16/2020,1529.05,1543,1528.5,1537.7,1533.62,387746,10281,594654222,242741,62.6,14.5,8.65
1/15/2020,1538.5,1540.45,1519,1524,1525.36,226773,10379,345910182,83040,36.62,21.45,-14.5
1/14/2020,1542.45,1550.5,1522.7,1529.05,1533.81,297378,9529,456122192,132431,44.53,27.8,-13.4
1/13/2020,1547,1558.5,1538.65,1543.45,1548.75,228910,7469,354525288,97350,42.53,19.85,-3.55
1/10/2020,1550,1557.75,1540.1,1547.7,1549.55,192674,10621,298557372,66366,34.44,17.65,-2.3
1/9/2020,1537.25,1549.8,1531.85,1547.95,1542.18,258014,16829,397903331,97091,37.63,17.95,10.7
1/8/2020,1508,1534.45,1508,1513.95,1518.19,270488,10356,410653182,90878,33.6,26.45,5.95
1/7/2020,1520,1534,1514.45,1525.05,1522.46,504240,19393,767686999,283958,56.31,19.55,5.05
1/6/2020,1527,1528,1497.5,1501.5,1510.22,453131,18338,684327062,198219,43.74,30.5,-25.5
1/3/2020,1534.4,1541.3,1523.4,1537.25,1535.09,354087,10840,543554613,152201,42.98,17.9,2.85
1/2/2020,1514,1540.8,1513,1535.35,1523.28,726289,13358,1106338677,144867,19.95,27.8,21.35
1/1/2020,1516.1,1527.4,1505.35,1509.7,1513.89,456824,11005,691582388,230445,50.44,22.05,-6.4
12/31/2019,1544.7,1544.7,1509.1,1514.1,1527.06,295706,10474,451562030,142598,48.22,35.6,-30.6
12/30/2019,1543,1547,1528.3,1544.2,1537.76,371439,11771,571182594,195064,52.52,18.7,1.2
12/27/2019,1525,1545.8,1521.45,1542.15,1532.6,485460,16027,744013989,217520,44.81,24.35,17.15
12/26/2019,1545.95,1553.3,1510.95,1515.95,1534.66,577183,17878,885777554,203746,35.3,42.35,-30
12/24/2019,1570.9,1572.15,1542.75,1545.95,1555.9,232508,10853,361759879,87622,37.69,29.4,-24.95
12/23/2019,1555,1577,1555,1571,1562.11,1274110,18294,1990297159,908038,71.27,22,16
12/20/2019,1611.2,1617.8,1595.65,1599.4,1607.43,315858,13004,507719102,93709,29.67,22.15,-11.8
12/19/2019,1574.7,1615,1572.35,1605.15,1601.6,1024480,13026,1640806468,154898,15.12,42.65,30.45
12/18/2019,1562.15,1580,1562,1575.7,1569.13,279220,11780,438131692,145552,52.13,18,13.55
12/17/2019,1569.8,1579.5,1555.6,1562.15,1563.06,320894,12649,501576229,144236,44.95,23.9,-7.65
12/16/2019,1589.3,1593,1563.6,1566.55,1574.05,281506,9740,443104512,119165,42.33,29.4,-22.75
12/13/2019,1575,1590,1572.55,1582.45,1579.04,611627,9401,965781656,122911,20.1,17.45,7.45
12/12/2019,1567,1573.6,1557.25,1567.5,1567.12,585429,9350,917435559,92629,15.82,16.35,0.5
12/11/2019,1557.5,1575.15,1551,1562.6,1564.17,615737,8366,963120324,105729,17.17,24.15,5.1
12/10/2019,1571.9,1574.8,1554.25,1562.2,1560.6,209096,8144,326314607,93999,44.95,20.55,-9.7
12/9/2019,1554.15,1577.3,1547.65,1572.55,1566.06,307151,12737,481017310,121253,39.48,29.65,18.4
12/6/2019,1558,1568.2,1541.4,1554.95,1554.89,343319,9361,533822842,154476,44.99,26.8,-3.05
12/5/2019,1579,1579.85,1544,1550.3,1560.87,378637,13717,591003790,114461,30.23,35.85,-28.7
12/4/2019,1570.25,1577.05,1533.45,1552.55,1550.99,558332,15289,865966412,226508,40.57,43.6,-17.7
12/3/2019,1591,1593.35,1573.1,1578.85,1578.65,370722,10451,585241578,173733,46.86,20.25,-12.15
12/2/2019,1595,1614,1577.7,1586.3,1590.5,692915,19801,1102082625,320621,46.27,36.3,-8.7
11/29/2019,1582,1582,1548,1550.9,1559.5,226724,9087,353577178,90930,40.11,34,-31.1
11/28/2019,1572.5,1584,1564.4,1579.95,1577.6,273450,11289,431394752,128521,47,19.6,7.45
11/27/2019,1561,1575,1556.4,1569.75,1564.95,179080,7672,280250965,76992,42.99,18.6,8.75
11/26/2019,1569.4,1576,1556,1558.85,1565.8,334268,13120,523395964,165327,49.46,20,-10.55
11/25/2019,1551,1564.6,1551,1560.7,1558.93,260903,15879,406728548,105904,40.59,13.6,9.7
11/22/2019,1543,1569.6,1537.9,1546.4,1550.28,475417,16723,737031385,98714,20.76,31.7,3.4
11/21/2019,1547.5,1556.3,1528.6,1537.25,1537.21,591358,20290,909043312,221381,37.44,27.7,-10.25
11/20/2019,1552.55,1571.85,1543.55,1547.05,1560.46,1140656,34141,1779945313,440443,38.61,28.3,-5.5
11/19/2019,1467.5,1514.95,1465.5,1509.8,1497.36,826626,23661,1237753641,308033,37.26,49.45,42.3
11/18/2019,1471.35,1486,1449.95,1458.5,1466.52,294198,8955,431448176,112615,38.28,36.05,-12.85
11/15/2019,1465.25,1486.5,1463.25,1469.3,1478.19,437787,9141,647132629,256180,58.52,23.25,4.05
11/14/2019,1475,1481,1456.05,1463.4,1468.11,348202,6349,511200253,207501,59.59,24.95,-11.6
11/13/2019,1431,1475,1430,1472,1463.08,468318,13320,685184951,213242,45.53,45,41
11/11/2019,1440,1444.05,1423.35,1427.8,1430.56,257103,7360,367800101,120435,46.84,20.7,-12.2
11/8/2019,1458.6,1459.6,1441,1445.35,1447.06,371642,8831,537788400,214990,57.85,18.6,-13.25
11/7/2019,1438,1462.9,1432.95,1458.8,1447.95,295528,7713,427910804,177390,60.02,29.95,20.8
11/6/2019,1445.7,1446.2,1428.7,1432.1,1434.97,418283,8697,600222861,211827,50.64,17.5,-13.6
11/5/2019,1458.55,1469,1440.6,1447.6,1450.8,217549,7328,315620331,69081,31.75,28.4,-10.95
11/4/2019,1466,1471.15,1445,1457.25,1454.24,434639,9852,632068386,268623,61.8,26.15,-8.75
11/1/2019,1459.9,1462.05,1441.1,1457,1451.87,211205,13572,306641758,57983,27.45,20.95,-2.9
10/31/2019,1482.25,1489.5,1461,1464.2,1472.04,235883,8335,347229471,71975,30.51,28.5,-18.05
10/30/2019,1480.1,1484,1460.4,1478.7,1473.04,1226942,7766,1807335627,1061706,86.53,23.6,-1.4
10/29/2019,1442.25,1480.4,1442.25,1467.1,1466.75,516396,15723,757423916,166718,32.28,38.15,24.85
10/27/2019,1440,1445.75,1430,1434.1,1437.91,75033,4205,107890531,28376,37.82,15.75,-5.9
10/25/2019,1437.5,1440.25,1411.8,1430.7,1426.7,359803,8727,513332644,100508,27.93,28.45,-6.8
10/24/2019,1400.05,1441,1386.75,1436.25,1416.72,433374,14812,613968949,146892,33.89,54.25,36.2
10/23/2019,1417,1425.5,1383.4,1392.85,1403.67,307585,9272,431747627,81524,26.5,42.1,-24.15
10/22/2019,1427.05,1437.65,1404,1414.25,1419.64,638098,16761,905870695,181704,28.48,33.65,-12.8
10/18/2019,1403.1,1428,1399.7,1415.3,1416.68,629451,20580,891730305,185450,29.46,28.3,12.2
10/17/2019,1378,1399,1372.15,1396.15,1387.13,282943,10495,392477847,102345,36.17,26.85,18.15
10/16/2019,1368.3,1379.9,1363.5,1372.7,1372.42,193229,7405,265191756,70216,36.34,16.4,4.4
10/15/2019,1363.5,1370,1345,1363.3,1364.03,197367,6566,269215285,76340,38.68,25,-0.2
10/14/2019,1363.6,1363.6,1351,1357.65,1358.28,222880,9270,302733112,89286,40.06,12.6,-5.95
10/11/2019,1365,1366,1337,1352.4,1352.18,286839,11135,387858947,69582,24.26,29,-12.6
10/10/2019,1328,1368,1322.55,1362.4,1357.03,682081,22000,925604906,272227,39.91,45.45,34.4
10/9/2019,1311.9,1330,1293.15,1325.75,1310.43,236137,8136,309441922,60693,25.7,36.85,13.85
10/7/2019,1310,1320,1301.55,1309.8,1312.03,192830,7629,252998470,61081,31.68,18.45,-0.2
10/4/2019,1317.1,1328.5,1304.05,1307.45,1318.93,247244,9307,326097491,69216,28,24.45,-9.65
10/3/2019,1290.05,1314.1,1281.2,1311,1306.07,178536,7640,233179950,35940,20.13,32.9,20.95
10/1/2019,1335,1342.5,1293.8,1305.05,1318.56,360415,12100,475230440,64437,17.88,48.7,-29.95
9/30/2019,1310,1336,1305.8,1332.6,1322.03,449676,15970,594485301,139994,31.13,30.2,22.6
9/27/2019,1293.8,1314.9,1284,1308.75,1307.69,444521,14551,581294515,102892,23.15,30.9,14.95
9/26/2019,1290,1298.7,1283.45,1296.6,1292.36,488106,11735,630807587,226622,46.43,15.25,6.6
9/25/2019,1281,1295.45,1269.35,1279.8,1285.04,416620,11835,535371565,85987,20.64,26.1,-1.2
9/24/2019,1243,1298.55,1242.05,1278.55,1283.24,960949,29712,1233129039,218304,22.72,56.5,35.55
9/23/2019,1278,1280.85,1233.2,1238.65,1248.74,757163,22433,945501451,171257,22.62,47.65,-39.35
9/20/2019,1186.6,1269.5,1174.6,1254.4,1236.38,1076465,31967,1330919428,271475,25.22,94.9,67.8
9/19/2019,1207,1209.35,1173.25,1178.7,1188.69,349304,12272,415214789,99071,28.36,36.1,-28.3
9/18/2019,1204.85,1216.1,1197.6,1205.7,1206.16,298269,10750,359759269,67706,22.7,18.5,0.85
9/17/2019,1214.8,1214.8,1193.7,1197.2,1201.9,234035,7990,281285517,61283,26.19,21.1,-17.6
9/16/2019,1191,1218.15,1188.5,1210.8,1205.85,366945,12722,442480783,64066,17.46,29.65,19.8
9/13/2019,1214.7,1228.25,1207.05,1225.55,1217.02,547909,10103,666815151,331212,60.45,21.2,10.85
9/12/2019,1238,1239.6,1206.35,1210.35,1221.6,251041,7713,306671821,60720,24.19,33.25,-27.65
9/11/2019,1222.7,1239.95,1222.7,1234.1,1233.74,206849,8132,255197005,45877,22.18,17.25,11.4
9/9/2019,1222,1232.75,1213.2,1222.1,1224.5,278530,12879,341058853,57476,20.64,19.55,0.1
9/6/2019,1205,1229,1196.25,1222.5,1216.21,519895,15453,632302424,121957,23.46,32.75,17.5
9/5/2019,1208,1213.75,1193.2,1198.3,1202.47,503380,12110,605299883,166099,33,20.55,-9.7
9/4/2019,1200,1204.9,1185.5,1201.55,1195.95,517321,12746,618688652,186290,36.01,19.4,1.55
9/3/2019,1240,1243.05,1200,1205.9,1223.71,328171,11177,401584839,101770,31.01,43.05,-34.1
8/30/2019,1247,1254,1220.85,1248.35,1236.84,680248,17323,841361162,286588,42.13,33.15,1.35
8/29/2019,1257.95,1260,1235.5,1242.2,1250.31,397297,9906,496745993,162338,40.86,24.5,-15.75
8/28/2019,1276,1280.5,1256.85,1263.05,1265.27,260137,8595,329143914,71510,27.49,23.65,-12.95
8/27/2019,1283,1283.9,1261.8,1275.1,1271.02,350824,11806,445904496,107905,30.76,22.1,-7.9
8/26/2019,1294,1294,1259.7,1265.9,1274.72,323755,10133,412696972,70210,21.69,34.3,-28.1
8/23/2019,1243,1283.9,1226.8,1275.95,1257.66,513210,14360,645442295,116560,22.71,57.1,32.95
8/22/2019,1271,1271.05,1239.05,1246.5,1251.81,403122,10685,504631841,115952,28.76,32,-24.5
8/21/2019,1277.4,1278.4,1266.65,1270.8,1271.3,233087,7841,296322603,69090,29.64,11.75,-6.6
8/20/2019,1294,1294,1272.85,1276,1280.33,291530,9667,373253404,70232,24.09,21.15,-18
8/19/2019,1280.8,1296.65,1280.55,1292.1,1289.94,463484,15977,597868367,214562,46.29,16.1,11.3
8/16/2019,1290.55,1291,1273.2,1277.4,1280.24,339588,11206,434754685,89721,26.42,17.8,-13.15
